Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Total_Spent,Accepted,Age,Family_Size,Customer_Tenure,Relationship_Status_Partnered,Relationship_Status_Single,Age_Group,Income_Group
1,27038.0,64,1,3,0,3,9,0,107,1,58,1,4464,False,True,Senior,Low
1,77457.0,85,1,2,5,10,1,0,1157,1,77,1,3931,False,True,Senior,High
2,64100.0,93,1,8,3,6,7,0,546,1,60,3,4107,True,False,Senior,High
2,42670.0,12,1,4,2,4,4,0,241,0,32,2,4243,True,False,Young,Medium
1,12571.0,86,4,3,1,3,6,0,53,0,48,2,3977,False,True,Middle-aged,Low
1,22574.0,28,2,2,0,3,7,0,37,0,57,4,4059,True,False,Senior,Low
1,51381.5,69,1,6,5,12,3,0,1611,1,35,2,4206,True,False,Young,Medium
2,70893.0,42,1,6,6,10,3,0,1508,0,48,1,4323,False,True,Middle-aged,High
1,54198.0,13,6,3,1,6,4,0,235,0,58,4,4009,True,False,Senior,Medium
2,28839.0,86,2,2,0,3,5,0,32,0,68,4,3925,True,False,Senior,Low
1,40321.0,59,2,3,0,3,7,0,102,0,52,4,4150,True,False,Middle-aged,Medium
1,66503.0,30,2,4,3,6,3,0,401,0,39,2,4499,False,True,Middle-aged,High
1,30833.0,33,2,1,0,3,5,0,28,0,73,4,4163,True,False,Senior,Medium
1,51381.5,67,6,2,3,10,7,0,1052,1,54,4,4125,False,True,Middle-aged,Medium
1,64795.0,23,3,3,3,12,2,0,680,0,53,3,4343,True,False,Middle-aged,High
1,34421.0,81,1,1,0,2,7,0,30,0,50,3,4178,True,False,Middle-aged,Medium
3,47025.0,6,1,1,0,2,7,0,20,0,59,3,3955,False,True,Senior,Medium
3,64325.0,41,5,10,3,5,7,0,1307,0,63,2,4322,False,True,Senior,High
1,40464.0,78,6,8,2,8,8,0,630,0,71,2,4349,False,True,Senior,Medium
1,62187.0,49,1,4,8,5,3,0,1283,0,67,2,4174,True,False,Senior,High
3,14849.0,39,3,2,0,4,8,0,65,0,48,2,4177,False,True,Middle-aged,Low
1,27255.0,3,1,1,0,3,7,0,37,0,40,3,4049,True,False,Middle-aged,Low
3,54432.0,37,1,1,0,3,4,0,38,0,74,4,4231,True,False,Senior,Medium
3,29999.0,22,4,3,1,4,8,0,160,0,38,2,4316,False,True,Middle-aged,Low
1,24072.0,79,1,1,0,2,8,0,23,0,41,2,4254,False,True,Middle-aged,Low
3,33996.0,46,1,1,1,3,4,0,71,0,35,1,4106,False,True,Young,Medium
3,66334.0,82,2,9,3,5,5,0,1161,1,68,3,4267,True,False,Senior,High
2,35178.0,10,1,1,1,2,7,0,59,1,53,3,4350,True,False,Middle-aged,Medium
1,22010.0,51,2,2,0,3,8,0,33,0,41,3,4179,True,False,Middle-aged,Low
1,62204.0,38,1,4,5,12,3,0,946,0,64,3,4470,False,True,Senior,High
1,75693.0,10,1,11,4,6,4,0,1442,1,56,1,4385,False,True,Senior,High
1,30675.0,14,1,1,0,3,8,0,62,0,52,3,4409,True,False,Middle-aged,Medium
1,83003.0,18,1,7,6,8,3,0,1674,1,59,2,4298,True,False,Senior,High
3,83532.0,36,1,4,6,4,1,0,1853,1,92,2,4091,True,False,Senior,High
1,68655.0,95,1,4,5,11,3,0,1538,0,36,1,4503,False,True,Middle-aged,High
1,41411.0,11,1,2,1,4,6,0,139,0,38,1,4019,False,True,Middle-aged,Medium
3,55212.0,65,3,4,2,11,8,0,1182,1,55,3,4398,True,False,Middle-aged,Medium
3,59292.0,71,2,3,5,8,3,0,507,0,74,3,4196,True,False,Senior,Medium
0,27190.0,13,1,1,0,2,8,0,18,1,51,3,4133,True,False,Middle-aged,Low
1,82623.0,58,1,2,9,4,1,0,940,0,72,1,4046,False,True,Senior,High
1,44300.0,65,2,1,0,3,6,0,42,0,59,4,4186,True,False,Senior,Medium
1,84835.0,0,1,4,4,6,1,0,1190,1,54,1,3828,False,True,Middle-aged,High
1,30372.0,33,3,2,0,3,7,0,44,0,53,3,4366,False,True,Middle-aged,Medium
2,33181.0,90,1,1,0,2,6,0,16,1,48,3,3992,True,False,Middle-aged,Medium
1,71113.0,95,4,6,7,9,4,0,835,0,67,3,4009,True,False,Senior,High
1,71952.0,93,2,8,4,8,4,0,1443,1,38,3,4350,True,False,Middle-aged,High
3,69759.0,38,3,4,6,5,3,0,1029,1,58,1,4059,False,True,Senior,High
1,72099.0,18,1,3,4,10,1,0,1188,0,50,2,4425,True,False,Middle-aged,High
3,60000.0,57,5,11,3,5,6,0,1277,0,48,2,4369,False,True,Middle-aged,Medium
1,38643.0,45,2,2,0,3,7,0,49,0,46,3,4027,False,True,Middle-aged,Medium
1,50737.0,61,1,2,0,4,6,0,99,1,69,3,4229,True,False,Senior,Medium
3,68462.0,6,1,3,3,8,1,0,1670,0,55,2,4379,True,False,Middle-aged,High
2,65073.0,65,1,5,3,5,2,0,900,0,81,2,4128,True,False,Senior,High
3,46681.0,52,2,4,6,4,5,0,425,0,76,4,4079,True,False,Senior,Medium
1,78618.0,87,1,4,7,10,2,0,2153,1,67,2,4454,True,False,Senior,High
3,62187.0,38,3,6,2,10,4,0,636,0,55,2,3914,False,True,Middle-aged,High
1,28442.0,53,3,2,1,4,4,0,57,0,46,4,3940,True,False,Middle-aged,Low
3,37717.0,31,1,1,0,2,9,0,25,0,46,3,4398,True,False,Middle-aged,Medium
1,51479.0,67,6,6,3,6,7,0,494,0,57,4,4363,True,False,Senior,Medium
1,54803.0,65,2,6,2,9,4,0,693,0,55,2,4492,False,True,Middle-aged,Medium
1,79530.0,64,1,4,10,11,2,0,1348,0,64,2,4223,True,False,Senior,High
1,31615.0,82,2,2,0,3,7,0,51,0,48,2,4285,False,True,Middle-aged,Medium
1,72025.0,27,1,4,3,8,3,0,1932,0,62,2,4404,True,False,Senior,High
3,52614.0,63,2,2,4,8,8,0,990,0,49,2,4390,False,True,Middle-aged,Medium
2,35684.0,66,1,1,0,3,6,0,30,0,40,3,3883,True,False,Middle-aged,Medium
1,48178.0,69,6,5,1,4,8,0,254,0,49,4,4424,True,False,Middle-aged,Medium
2,29548.0,52,1,1,1,2,4,0,29,1,54,2,4119,False,True,Middle-aged,Low
1,63810.0,45,4,4,3,12,8,0,1371,1,58,2,4410,False,True,Senior,High
3,38578.0,2,3,3,0,3,8,0,73,1,52,3,4187,False,True,Middle-aged,Medium
2,46098.0,86,4,3,2,2,8,0,120,0,49,3,4495,False,True,Middle-aged,Medium
1,22585.0,23,1,1,1,2,9,0,81,1,54,1,4283,False,True,Middle-aged,Low
1,30279.0,13,1,1,0,3,8,0,37,0,35,2,4361,False,True,Young,Medium
3,66426.0,14,2,3,5,10,6,0,1377,0,63,3,4085,True,False,Senior,High
1,30822.0,92,1,1,0,3,7,0,51,0,55,2,4195,False,True,Middle-aged,Medium
3,33581.0,38,1,1,0,2,8,0,17,0,55,4,4352,True,False,Middle-aged,Medium
1,19986.0,74,1,0,0,3,7,0,22,0,39,3,4042,True,False,Middle-aged,Low
1,27421.0,14,3,4,1,6,7,0,324,0,70,1,4379,False,True,Senior,Low
2,35688.0,94,6,4,1,4,8,0,211,0,51,4,4491,True,False,Middle-aged,Medium
2,36143.0,33,1,0,1,2,3,0,19,0,43,2,3906,False,True,Middle-aged,Medium
1,10245.0,32,3,1,2,2,5,0,41,0,53,2,4225,False,True,Middle-aged,Low
2,43795.0,11,3,7,3,4,7,0,492,1,56,3,4071,True,False,Senior,Medium
1,63381.0,78,4,4,5,13,2,0,1005,0,64,3,4447,True,False,Senior,High
1,38823.0,56,1,2,1,3,6,0,114,0,75,3,4483,True,False,Senior,Medium
3,83664.0,57,3,2,2,12,5,0,1173,0,56,3,4232,False,True,Senior,High
1,90300.0,7,0,5,6,8,1,0,1738,1,45,2,3992,True,False,Middle-aged,Very High
2,62499.0,0,2,3,1,6,4,0,222,0,45,3,4017,True,False,Middle-aged,High
1,74293.0,66,1,5,4,6,2,0,1127,0,31,1,3871,False,True,Young,High
3,51012.0,86,1,4,1,4,6,0,209,0,78,2,4252,True,False,Senior,Medium
2,70777.0,80,3,5,3,12,3,0,787,0,56,3,3939,True,False,Senior,High
3,68682.0,56,1,4,9,10,2,0,1598,0,33,2,4081,True,False,Young,High
1,43824.0,18,4,3,1,4,8,0,186,0,53,4,4467,True,False,Middle-aged,Medium
1,15345.0,51,2,1,1,2,8,0,47,1,40,3,4482,True,False,Middle-aged,Low
1,23442.0,71,1,1,0,3,7,0,27,0,37,2,4367,False,True,Middle-aged,Low
2,14515.0,71,4,2,2,3,7,0,96,1,44,3,4412,True,False,Middle-aged,Low
2,31395.0,80,4,2,1,3,6,0,64,0,68,3,4278,False,True,Senior,Medium
1,75276.0,2,1,9,4,9,5,0,1040,0,59,2,4455,True,False,Senior,High
1,42373.0,83,5,2,1,5,5,0,163,0,50,3,4133,False,True,Middle-aged,Medium
1,30507.0,29,1,5,1,4,7,0,343,0,64,2,4290,True,False,Senior,Medium
3,55521.0,11,6,6,3,6,7,0,446,1,69,4,4065,False,True,Senior,Medium
1,48006.0,55,1,1,0,3,6,0,41,0,59,4,3835,True,False,Senior,Medium
3,27213.0,19,3,2,0,4,8,0,70,1,52,2,4483,False,True,Middle-aged,Low
3,65808.0,1,3,5,1,5,6,0,272,0,53,3,3845,False,True,Middle-aged,High
3,30351.0,19,1,3,0,2,9,0,46,0,50,3,4203,True,False,Middle-aged,Medium
1,50437.0,28,3,7,1,8,7,0,490,0,61,4,4435,True,False,Senior,Medium
2,23616.0,76,2,3,0,3,8,0,79,1,42,2,4404,False,True,Middle-aged,Low
1,53858.0,50,4,4,3,6,4,0,915,0,48,3,4412,True,False,Middle-aged,Medium
3,66465.0,1,3,11,9,12,6,0,1485,1,69,3,4271,True,False,Senior,High
1,46923.0,90,3,5,1,7,7,0,369,0,37,2,4491,False,True,Middle-aged,Medium
1,75072.0,83,2,5,4,8,3,0,1073,0,62,3,4337,True,False,Senior,High
3,75865.0,73,1,3,5,10,1,0,1242,0,81,2,3905,True,False,Senior,High
2,19789.0,24,3,2,1,3,5,0,78,1,49,3,4036,True,False,Middle-aged,Low
1,80134.0,11,1,2,7,11,5,0,1378,1,30,2,3950,True,False,Young,High
1,91065.0,33,1,7,9,9,3,0,1474,1,43,1,4307,False,True,Middle-aged,Very High
2,49505.0,4,6,10,2,8,8,0,751,0,53,4,4296,True,False,Middle-aged,Medium
3,37401.0,14,2,2,0,3,7,0,48,0,51,3,3869,True,False,Middle-aged,Medium
1,30096.0,30,1,2,0,3,6,0,45,0,41,3,3853,True,False,Middle-aged,Medium
2,18492.0,75,1,1,0,2,8,0,10,0,42,3,3839,True,False,Middle-aged,Low
2,82584.0,26,1,3,4,8,1,0,1435,1,50,2,4205,True,False,Middle-aged,High
3,93027.0,77,0,7,10,5,2,0,2119,1,83,2,4257,True,False,Senior,Very High
1,48686.0,8,1,1,0,2,8,0,20,0,71,4,4022,True,False,Senior,Medium
1,92910.0,42,1,6,7,13,1,0,1795,1,38,2,3881,True,False,Middle-aged,Very High
1,75433.0,28,2,2,5,10,6,0,1188,1,35,3,3900,True,False,Young,High
2,10404.0,52,2,1,0,4,5,0,43,0,35,3,3871,True,False,Young,Low
1,61314.0,1,2,5,5,12,3,0,1008,0,56,3,4245,True,False,Senior,High
3,84865.0,1,1,2,4,9,4,0,1688,1,63,1,4231,False,True,Senior,High
1,42387.0,42,5,8,1,7,8,0,684,0,35,3,4423,True,False,Young,Medium
2,67309.0,76,6,9,6,9,7,0,1082,0,57,4,4337,True,False,Senior,High
1,75236.0,27,1,8,3,13,4,0,1068,0,60,3,4031,True,False,Senior,High
1,30015.0,28,2,1,0,4,5,0,57,0,54,2,3962,False,True,Middle-aged,Medium
2,50943.0,49,1,1,0,3,5,0,46,0,68,3,4188,True,False,Senior,Medium
1,67272.0,12,3,6,2,12,5,0,733,0,58,2,4005,False,True,Senior,High
2,51529.0,14,2,9,1,5,8,0,467,0,75,2,4110,False,True,Senior,Medium
3,32011.0,89,3,2,1,4,7,0,122,0,53,3,4126,True,False,Middle-aged,Medium
2,7500.0,96,2,2,0,3,8,0,36,0,38,3,4322,True,False,Middle-aged,Low
1,28691.0,56,1,1,0,3,8,0,34,0,35,3,4175,True,False,Young,Low
3,56223.0,72,2,2,1,5,4,0,156,0,76,3,4006,True,False,Senior,Medium
1,18100.0,14,1,0,0,3,5,0,14,0,78,2,4142,True,False,Senior,Low
1,30279.0,13,1,1,0,3,8,0,37,0,35,2,4361,False,True,Young,Medium
2,20130.0,99,1,1,0,3,8,0,34,0,50,2,3919,True,False,Middle-aged,Low
1,23295.0,72,1,1,0,2,8,0,20,0,65,1,4166,False,True,Senior,Low
2,42618.0,92,2,5,0,4,8,0,192,0,52,2,4078,False,True,Middle-aged,Medium
1,81246.0,87,1,4,5,7,1,0,1379,1,60,1,3997,False,True,Senior,High
1,24027.0,7,2,2,0,3,8,0,48,0,48,3,4200,True,False,Middle-aged,Low
3,55707.0,91,2,3,2,9,3,0,428,0,71,3,4004,True,False,Senior,Medium
1,57959.0,71,5,4,7,11,3,0,868,0,69,2,4238,False,True,Senior,Medium
1,56796.0,24,3,8,9,7,7,0,1001,0,55,3,4313,True,False,Middle-aged,Medium
2,36230.0,17,1,2,0,4,5,0,59,0,53,2,4070,False,True,Middle-aged,Medium
2,70829.0,87,2,4,2,8,3,0,431,0,44,4,4025,True,False,Middle-aged,High
1,65991.0,21,3,9,5,10,7,0,971,0,48,3,4475,True,False,Middle-aged,High
1,38988.0,90,6,5,1,6,8,0,348,0,52,4,4493,True,False,Middle-aged,Medium
2,89572.0,44,1,7,7,9,4,0,2059,1,58,1,4467,False,True,Senior,High
2,42207.0,71,4,4,1,5,6,0,265,1,40,3,4269,True,False,Middle-aged,Medium
1,50300.0,52,2,2,1,8,2,0,270,0,72,3,3850,True,False,Senior,Medium
2,66664.0,78,1,5,7,6,3,0,1289,0,42,2,4457,True,False,Middle-aged,High
1,60597.0,2,4,2,2,8,7,0,893,1,60,3,3994,True,False,Senior,High
1,70165.0,60,1,3,7,11,1,0,926,0,75,1,4095,False,True,Senior,High
3,50520.0,25,2,3,1,3,6,0,135,0,66,2,3967,False,True,Senior,Medium
1,80124.0,47,1,3,7,8,1,0,1495,1,61,2,3818,True,False,Senior,High
1,33183.0,46,2,4,0,3,7,0,120,0,49,3,3940,True,False,Middle-aged,Medium
3,66582.0,83,1,2,8,9,1,0,1288,0,55,1,3933,False,True,Middle-aged,High
3,75261.0,17,1,5,6,5,2,0,1743,1,69,2,4247,True,False,Senior,High
1,31880.0,13,1,1,0,2,8,0,15,0,54,2,4421,False,True,Middle-aged,Medium
1,53790.0,86,3,7,2,8,6,0,542,0,73,4,3930,True,False,Senior,Medium
3,49269.0,92,3,7,3,12,7,0,890,0,53,3,4498,True,False,Middle-aged,Medium
1,61456.0,47,4,6,10,13,4,0,1388,0,49,3,4274,True,False,Middle-aged,High
1,37406.0,18,1,1,0,2,8,0,17,1,44,3,4077,True,False,Middle-aged,Medium
3,56937.0,81,6,8,6,9,6,0,906,1,43,3,4509,True,False,Middle-aged,Medium
1,38415.0,91,2,1,0,3,7,0,44,0,46,4,4358,True,False,Middle-aged,Medium
1,20518.0,58,1,1,1,2,5,0,25,0,36,2,3857,False,True,Middle-aged,Low
1,62503.0,40,4,8,3,11,5,0,973,0,68,3,4311,True,False,Senior,High
3,41644.0,67,2,1,0,3,3,0,31,0,52,3,3866,False,True,Middle-aged,Medium
2,55842.0,19,1,7,1,8,5,0,518,0,47,3,3852,True,False,Middle-aged,Medium
3,62010.0,93,4,6,2,7,5,0,530,0,52,3,4429,True,False,Middle-aged,High
1,41124.0,41,6,7,3,4,8,0,506,0,47,3,4421,True,False,Middle-aged,Medium
2,38961.0,60,1,2,1,2,7,0,70,0,51,3,3996,True,False,Middle-aged,Medium
2,37760.0,54,1,2,0,3,6,0,54,0,52,2,4137,False,True,Middle-aged,Medium
1,32233.0,26,2,6,2,2,9,0,296,1,50,2,4494,False,True,Middle-aged,Medium
1,43057.0,30,4,4,2,5,5,0,266,0,49,3,4057,True,False,Middle-aged,Medium
2,83151.0,93,1,5,9,4,3,0,747,0,64,2,4442,True,False,Senior,High
3,78825.0,35,1,5,10,13,3,0,895,1,60,1,4468,False,True,Senior,High
2,65104.0,4,2,3,5,7,7,0,1053,0,48,3,4042,True,False,Middle-aged,High
1,60093.0,92,2,7,2,10,6,0,735,0,50,3,4183,True,False,Middle-aged,High
1,14045.0,24,1,1,0,3,7,0,20,0,55,3,3969,True,False,Middle-aged,Low
2,28457.0,96,1,4,1,4,8,0,205,0,72,1,4424,False,True,Senior,Low
3,78952.0,11,2,2,5,12,6,0,2092,0,66,3,4458,True,False,Senior,High
1,46310.0,99,2,6,1,5,8,0,309,0,48,2,4388,False,True,Middle-aged,Medium
1,76005.0,72,1,3,5,13,6,0,1722,1,69,2,4307,True,False,Senior,High
2,58308.0,77,4,2,6,3,8,0,900,0,60,2,4348,False,True,Senior,Medium
3,55614.0,85,1,9,4,6,7,0,682,1,80,1,4029,False,True,Senior,Medium
2,59432.0,88,3,5,3,11,5,0,663,0,62,2,4257,False,True,Senior,Medium
1,55563.0,22,1,2,0,3,3,0,43,0,46,2,3900,False,True,Middle-aged,Medium
3,78642.0,83,1,4,9,4,6,0,1816,0,53,3,4249,True,False,Middle-aged,High
3,67911.0,63,3,6,7,11,3,0,976,0,75,3,3853,True,False,Senior,High
1,65275.0,9,1,4,3,13,2,0,746,0,80,2,4267,True,False,Senior,High
1,27203.0,92,2,1,1,2,8,0,64,0,74,4,4507,True,False,Senior,Low
2,48330.0,2,1,1,0,3,5,0,32,0,63,3,4041,True,False,Senior,Medium
0,24279.0,6,1,4,1,3,8,0,263,0,34,2,4362,True,False,Young,Low
3,64355.0,66,2,4,3,12,8,0,1445,0,39,3,4489,True,False,Middle-aged,High
2,50943.0,49,1,1,0,3,5,0,46,0,68,3,4188,True,False,Senior,Medium
1,53653.0,29,2,10,4,12,6,0,1210,0,71,1,4414,False,True,Senior,Medium
1,65665.0,77,1,5,10,8,3,0,945,0,48,3,4024,True,False,Middle-aged,High
1,81217.0,77,1,3,7,11,1,0,1157,0,35,1,4160,False,True,Young,High
1,34935.0,71,1,2,1,4,7,0,137,0,32,2,4188,True,False,Young,Medium
1,61250.0,49,6,5,2,12,5,0,730,0,65,2,4375,False,True,Senior,High
3,39665.0,97,3,4,2,3,7,0,216,1,43,3,4215,True,False,Middle-aged,Medium
1,60152.0,6,1,6,4,12,3,0,943,0,45,2,4273,False,True,Middle-aged,High
1,48920.0,93,3,6,2,5,7,0,347,1,60,4,4067,True,False,Senior,Medium
2,89120.0,78,1,5,6,7,1,0,1924,1,65,2,3919,True,False,Senior,High
3,44124.0,62,4,6,2,5,8,0,397,0,78,3,4229,True,False,Senior,Medium
2,81169.0,47,1,5,7,9,2,0,2089,0,49,1,4256,False,True,Middle-aged,High
1,36443.0,9,4,3,1,3,8,0,138,0,63,4,4326,True,False,Senior,Medium
1,26095.0,77,1,1,0,3,7,0,42,0,34,2,4179,False,True,Young,Low
1,71367.0,24,1,4,5,7,2,0,777,0,65,2,4125,True,False,Senior,High
2,80184.0,19,1,6,3,10,3,0,1902,1,80,2,3935,True,False,Senior,High
1,30630.0,67,2,2,0,3,7,0,52,0,59,3,3968,False,True,Senior,Medium
2,73454.0,95,1,2,4,6,5,0,1651,1,37,1,3935,False,True,Middle-aged,High
1,42691.0,48,1,5,1,6,5,0,358,0,33,2,4132,True,False,Young,Medium
1,70503.0,73,1,2,4,9,6,0,1727,1,71,2,4452,True,False,Senior,High
1,25545.0,35,3,2,2,3,6,0,210,1,37,3,4474,True,False,Middle-aged,Low
1,32880.0,76,1,1,0,3,8,0,42,0,38,3,4387,True,False,Middle-aged,Medium
3,77863.0,20,1,4,5,10,2,0,1291,0,66,2,4029,True,False,Senior,High
2,50353.0,72,1,4,4,6,3,0,442,0,47,2,3836,True,False,Middle-aged,Medium
1,61839.0,20,1,4,8,4,8,0,1895,0,60,1,4501,False,True,Senior,High
3,49154.0,69,6,4,1,8,6,0,411,0,64,4,4053,True,False,Senior,Medium
2,47682.0,80,4,4,3,8,5,0,521,0,49,2,4314,False,True,Middle-aged,Medium
1,72679.0,65,1,4,7,5,1,0,1168,0,55,2,4099,False,True,Middle-aged,High
2,57954.0,52,6,8,2,6,7,0,493,1,47,4,3826,True,False,Middle-aged,Medium
1,65316.0,65,2,3,2,5,4,0,260,0,62,4,4246,True,False,Senior,High
1,28567.0,57,2,2,0,3,6,0,46,0,42,2,4192,False,True,Middle-aged,Low
2,47352.0,70,4,6,1,5,7,0,319,0,73,3,4259,True,False,Senior,Medium
1,44931.0,0,1,2,1,3,5,0,96,0,57,3,3977,True,False,Senior,Medium
1,76982.0,19,1,8,3,4,4,0,1062,1,57,1,3949,False,True,Senior,High
2,57247.0,50,2,2,1,7,2,0,232,0,72,3,4140,True,False,Senior,Medium
2,22944.0,67,3,3,0,3,7,0,76,0,43,2,4003,False,True,Middle-aged,Low
2,25315.0,46,3,3,0,3,8,0,54,0,47,3,4049,True,False,Middle-aged,Low
1,43638.0,37,2,4,1,4,7,0,201,0,55,2,4507,False,True,Middle-aged,Medium
3,42710.0,38,2,4,5,3,6,0,406,0,40,2,4393,False,True,Middle-aged,Medium
3,84169.0,9,1,7,6,6,3,0,1919,1,42,2,4141,True,False,Middle-aged,High
1,54058.0,56,2,4,6,8,3,0,662,0,48,3,4205,True,False,Middle-aged,Medium
2,24683.0,98,2,2,0,4,5,0,41,0,34,3,3928,True,False,Young,Low
1,85620.0,68,1,3,6,4,1,0,1600,1,60,1,3988,False,True,Senior,High
1,47850.0,72,1,3,0,4,6,0,134,0,44,3,4023,True,False,Middle-aged,Medium
1,19514.0,47,4,3,1,2,8,0,69,1,56,4,3969,True,False,Senior,Low
2,27159.0,33,2,1,0,3,6,0,21,0,51,4,3907,True,False,Middle-aged,Low
2,39548.0,87,2,1,1,3,3,0,54,0,61,3,3905,False,True,Senior,Medium
1,21474.0,0,2,3,1,2,7,0,91,1,35,2,3897,False,True,Young,Low
3,60504.0,73,2,6,2,8,6,0,526,0,53,2,3957,False,True,Middle-aged,High
1,22419.0,74,1,3,2,2,8,0,162,0,61,2,4252,True,False,Senior,Low
2,81698.0,4,1,3,8,13,1,0,1008,1,75,2,4050,True,False,Senior,High
1,43462.0,50,6,4,1,5,8,0,240,0,72,4,4470,True,False,Senior,Medium
3,54880.0,57,2,6,2,11,5,0,795,0,46,2,4300,False,True,Middle-aged,Medium
1,79908.0,30,1,5,6,7,2,0,1772,1,42,2,4265,True,False,Middle-aged,High
2,15315.0,27,2,2,0,4,5,0,64,0,54,2,4145,True,False,Middle-aged,Low
1,87771.0,61,1,5,10,4,6,0,1957,1,65,3,4218,True,False,Senior,High
1,33039.0,4,1,2,0,4,5,0,78,0,46,3,4108,True,False,Middle-aged,Medium
1,81741.0,75,0,6,6,7,2,0,1572,0,44,1,4193,False,True,Middle-aged,High
2,71499.0,12,2,8,3,13,4,0,795,0,53,3,4184,True,False,Middle-aged,High
2,62466.0,13,5,6,3,12,4,0,889,0,54,3,3980,True,False,Middle-aged,High
3,48799.0,9,3,3,2,7,3,0,331,0,61,2,4051,False,True,Senior,Medium
3,52157.0,48,2,3,2,5,4,0,265,0,74,3,3837,True,False,Senior,Medium
1,66565.0,80,4,4,2,9,8,0,1065,0,62,2,4386,False,True,Senior,High
2,29298.0,60,1,1,0,2,5,0,11,0,73,4,4110,True,False,Senior,Low
1,47691.0,43,1,1,0,2,6,0,21,0,45,2,4174,False,True,Middle-aged,Medium
1,38200.0,19,1,1,0,2,7,0,17,0,54,4,4384,True,False,Middle-aged,Medium
1,44989.0,26,5,5,1,5,6,0,369,0,50,3,4470,True,False,Middle-aged,Medium
3,38443.0,58,2,1,0,3,7,0,38,0,56,4,3968,True,False,Senior,Medium
2,38593.0,42,3,4,1,3,8,0,177,0,46,2,4104,False,True,Middle-aged,Medium
3,64413.0,27,1,5,1,5,5,0,279,0,54,3,4147,True,False,Middle-aged,High
2,36959.0,56,2,2,0,3,8,0,62,0,43,3,4085,True,False,Middle-aged,Medium
3,61996.0,27,3,6,4,8,5,0,1230,1,47,3,4329,True,False,Middle-aged,High
1,51287.0,10,3,4,1,3,7,0,182,0,56,4,3904,True,False,Senior,Medium
1,13260.0,48,4,3,0,3,8,0,49,0,54,4,4125,True,False,Middle-aged,Low
3,47472.0,39,2,2,0,4,5,0,75,0,58,4,4101,True,False,Senior,Medium
2,54603.0,85,6,4,2,4,7,0,227,0,68,4,4170,True,False,Senior,Medium
3,45207.0,64,5,3,1,6,6,0,215,1,50,4,4411,True,False,Middle-aged,Medium
1,40689.0,69,6,7,1,5,8,0,444,0,73,3,4283,True,False,Senior,Medium
2,47821.0,54,1,1,0,3,8,0,47,0,57,4,4067,True,False,Senior,Medium
2,27450.0,57,1,2,1,3,7,0,143,0,73,2,4255,True,False,Senior,Low
1,39453.0,64,2,2,0,3,6,0,55,0,41,3,3902,True,False,Middle-aged,Medium
2,26850.0,10,4,2,1,4,4,0,63,0,53,4,3887,True,False,Middle-aged,Low
1,79800.0,65,1,5,10,5,3,0,1867,1,69,1,4459,False,True,Senior,High
2,61794.0,74,2,4,4,10,2,0,611,0,63,3,4103,True,False,Senior,High
1,53863.0,4,3,7,1,7,7,0,473,1,69,3,3858,True,False,Senior,Medium
1,24221.0,94,1,1,1,3,4,0,55,0,65,2,4128,True,False,Senior,Low
3,39684.0,41,2,2,1,2,7,0,81,1,40,2,4440,False,True,Middle-aged,Medium
2,92163.0,25,0,5,10,5,2,0,2086,1,49,2,4379,True,False,Middle-aged,Very High
2,69882.0,94,1,3,7,9,1,0,1478,0,59,1,4046,False,True,Senior,High
1,33178.0,9,1,1,0,3,4,0,49,0,47,3,3965,True,False,Middle-aged,Medium
3,59973.0,47,1,3,4,7,1,0,382,0,52,2,4106,True,False,Middle-aged,Medium
2,17459.0,12,3,3,1,2,7,0,69,1,49,3,4098,True,False,Middle-aged,Low
1,23910.0,80,1,2,0,3,7,0,67,0,55,2,4426,False,True,Middle-aged,Low
2,42169.0,20,2,1,0,3,8,0,30,0,55,4,4068,True,False,Middle-aged,Medium
2,26224.0,39,3,2,1,3,6,0,63,0,46,3,4205,True,False,Middle-aged,Low
1,31089.0,57,3,3,0,4,8,0,79,0,43,3,4496,True,False,Middle-aged,Medium
1,30081.0,27,1,1,0,3,7,0,42,0,63,2,4308,False,True,Senior,Medium
1,62807.0,83,3,5,3,12,5,0,819,0,64,3,4482,True,False,Senior,High
1,72906.0,79,1,3,4,9,1,0,1151,0,69,1,4100,False,True,Senior,High
3,61467.0,69,3,5,2,10,5,0,594,0,76,4,4382,True,False,Senior,High
2,49618.0,77,4,3,1,3,7,0,129,0,58,4,4334,True,False,Senior,Medium
2,21888.0,15,4,5,1,2,10,0,213,1,38,2,4362,False,True,Middle-aged,Low
1,42429.0,99,2,1,1,3,5,0,67,0,51,2,3953,False,True,Middle-aged,Medium
1,26150.0,61,1,1,0,3,7,0,28,0,68,4,4290,False,True,Senior,Low
0,30801.0,23,2,1,0,3,7,0,45,0,49,3,4426,True,False,Middle-aged,Medium
1,81168.0,84,1,6,4,7,3,0,1193,1,59,2,3868,True,False,Senior,High
2,26877.0,74,2,3,1,6,6,0,268,0,55,1,4129,False,True,Middle-aged,Low
2,45006.0,90,1,3,1,7,3,0,266,0,80,1,4161,False,True,Senior,Medium
0,18978.0,41,1,1,0,3,8,0,37,0,51,3,4380,True,False,Middle-aged,Low
1,22574.0,28,2,2,0,3,7,0,37,0,57,4,4059,True,False,Senior,Low
3,48240.0,73,3,6,3,13,5,0,882,1,55,1,4412,False,True,Middle-aged,Medium
